MGI.symbol,rowname,Ins.1787,Ins.1788
Vxn,ENSMUSG00000067879,2396,3645
Gm29520,ENSMUSG00000099827,0,0
Mybl1,ENSMUSG00000025912,15,45
Vcpip1,ENSMUSG00000045210,666,915
1700034P13Rik,ENSMUSG00000097893,3,0
Sgk3,ENSMUSG00000025915,76,165
Gm6195,ENSMUSG00000046334,0,0
Mcmdc2,ENSMUSG00000046101,13,15
Snhg6,ENSMUSG00000098234,501,895
Snord87,ENSMUSG00000093178,0,0
Tcf24,ENSMUSG00000099032,2,0
E330040D14Rik,ENSMUSG00000104025,0,0
Ppp1r42,ENSMUSG00000025916,12,0
Gm15818,ENSMUSG00000087199,0,0
Cops5,ENSMUSG00000025917,851,1206
Cspp1,ENSMUSG00000056763,283,521
1700047N06Rik,ENSMUSG00000102356,0,0
Arfgef1,ENSMUSG00000067851,829,1219
Gm37569,ENSMUSG00000102556,22,29
Cpa6,ENSMUSG00000042501,9,0
Gm38005,ENSMUSG00000103810,0,0
Gm15604,ENSMUSG00000083422,0,0
Gm15603,ENSMUSG00000081417,0,0
Gm37133,ENSMUSG00000103448,0,0
Gm5522,ENSMUSG00000100212,0,0
Gm28659,ENSMUSG00000100648,0,0
Prex2,ENSMUSG00000048960,400,468
Gm24173,ENSMUSG00000077318,0,0
Gm28686,ENSMUSG00000101827,3,6
Gm37410,ENSMUSG00000103494,0,0
A830018L16Rik,ENSMUSG00000057715,809,1030
Gm38178,ENSMUSG00000103825,19,25
Gm29273,ENSMUSG00000099845,0,0
Gm38069,ENSMUSG00000103561,57,40
Gm7560,ENSMUSG00000101610,0,0
Mir6341,ENSMUSG00000098555,0,0
Gm2383,ENSMUSG00000097628,1,0
Gm6216,ENSMUSG00000098163,0,0
Gm17644,ENSMUSG00000097171,0,0
Gm29663,ENSMUSG00000101314,0,0
Sulf1,ENSMUSG00000016918,279,388
Slco5a1,ENSMUSG00000025938,22,29
Gm37162,ENSMUSG00000104518,0,0
Gm5250,ENSMUSG00000069620,0,0
Gm29283,ENSMUSG00000099498,0,0
Prdm14,ENSMUSG00000042414,0,0
Ncoa2,ENSMUSG00000005886,566,749
Gm38376,ENSMUSG00000103506,11,17
Gm37409,ENSMUSG00000103495,18,18
Gm38223,ENSMUSG00000102639,2,4
Gm37702,ENSMUSG00000104170,0,0
Gm23169,ENSMUSG00000087782,0,0
Gm38120,ENSMUSG00000103085,33,49
Gm38380,ENSMUSG00000102664,26,57
Gm29570,ENSMUSG00000101476,1,0
Gm7593,ENSMUSG00000101171,0,0
Tram1,ENSMUSG00000025935,232,340
Lactb2,ENSMUSG00000025937,72,158
Gm38319,ENSMUSG00000102982,0,0
Xkr9,ENSMUSG00000067813,0,0
Gm26273,ENSMUSG00000077368,0,0
Gm5523,ENSMUSG00000097711,4,8
Gm36947,ENSMUSG00000102166,1,0
Gm37400,ENSMUSG00000104209,0,0
Eya1,ENSMUSG00000025932,127,99
Gm37444,ENSMUSG00000102588,0,0
Gm9947,ENSMUSG00000054493,1,2
Msc,ENSMUSG00000025930,11,26
Gm37412,ENSMUSG00000103492,1,8
Smt3h2-ps4,ENSMUSG00000081201,0,0
Rpl5-ps1,ENSMUSG00000082193,0,0
Trpa1,ENSMUSG00000032769,3,7
Gm26345,ENSMUSG00000088159,0,0
Gm10566,ENSMUSG00000073737,0,0
Kcnb2,ENSMUSG00000092083,601,806
Gm38116,ENSMUSG00000102937,45,81
Gm37138,ENSMUSG00000104149,2,5
Gm25227,ENSMUSG00000088829,0,0
Gm25168,ENSMUSG00000077377,0,0
Gm6060,ENSMUSG00000101652,0,3
Gm28669,ENSMUSG00000100814,3,0
Terf1,ENSMUSG00000025925,130,223
Gm37509,ENSMUSG00000104379,2,13
Sbspon,ENSMUSG00000032719,10,6
Gm7634,ENSMUSG00000100652,0,0
4930444P10Rik,ENSMUSG00000067795,9,6
Rpl7,ENSMUSG00000043716,1315,1930
Rdh10,ENSMUSG00000025921,60,80
Gm38249,ENSMUSG00000104165,2,0
Gm28095,ENSMUSG00000100868,0,0
Stau2,ENSMUSG00000025920,1574,2198
Gm7568,ENSMUSG00000089982,0,0
Ube2w,ENSMUSG00000025939,609,748
Gm38342,ENSMUSG00000102457,0,0
Eloc,ENSMUSG00000079658,1747,2617
D030040B21Rik,ENSMUSG00000097744,0,0
Idi1-ps5,ENSMUSG00000100959,0,0
Tmem70,ENSMUSG00000025940,641,822
Ly96,ENSMUSG00000025779,26,29
Gm29649,ENSMUSG00000100093,0,0
Gm5828,ENSMUSG00000091020,0,0
Gm28376,ENSMUSG00000101640,0,0
4921511E07Rik,ENSMUSG00000104133,0,0
Jph1,ENSMUSG00000042686,158,216
Gm28783,ENSMUSG00000100110,0,0
Gdap1,ENSMUSG00000025777,1179,1721
Gm28784,ENSMUSG00000099899,2,0
Gm28785,ENSMUSG00000100272,0,0
Gm5251,ENSMUSG00000100398,0,1
Rbm6-ps1,ENSMUSG00000101589,1,0
Gm6075,ENSMUSG00000102048,1,0
Gm25166,ENSMUSG00000089534,0,0
Pi15,ENSMUSG00000067780,0,1
Gm28154,ENSMUSG00000100053,0,2
Gm16070,ENSMUSG00000085125,5,9
Crispld1,ENSMUSG00000025776,71,137
Gm28153,ENSMUSG00000099895,0,8
Gm7690,ENSMUSG00000100554,0,0
Gm18775,ENSMUSG00000099473,0,0
Gm17969,ENSMUSG00000099591,0,0
Gm28755,ENSMUSG00000102001,0,0
Gm45784,ENSMUSG00000101717,0,0
Crisp4,ENSMUSG00000025774,0,1
Defb44-ps,ENSMUSG00000070977,0,0
Defb18,ENSMUSG00000073735,0,0
Defb41,ENSMUSG00000067773,0,0
Gm17837,ENSMUSG00000101685,0,0
Gm5252,ENSMUSG00000101306,0,0
Gm24075,ENSMUSG00000088800,0,0
Gm28343,ENSMUSG00000101644,0,0
Gm28344,ENSMUSG00000099433,0,0
Gm15825,ENSMUSG00000089787,9,17
Tfap2d,ENSMUSG00000042596,12,31
Gm10075,ENSMUSG00000100720,0,0
Tfap2b,ENSMUSG00000025927,8,2
Gm28340,ENSMUSG00000100538,0,0
Gm28341,ENSMUSG00000101117,0,0
Gm4849,ENSMUSG00000100204,0,0
Gm38382,ENSMUSG00000102597,0,0
Pkhd1,ENSMUSG00000043760,0,0
Gm37315,ENSMUSG00000104095,0,0
4930486I03Rik,ENSMUSG00000089914,0,0
Gm15795,ENSMUSG00000090142,0,1
Gm24162,ENSMUSG00000070175,0,0
Mir206,ENSMUSG00000065559,0,0
Lincmd1,ENSMUSG00000099906,0,0
Mir133b,ENSMUSG00000065480,0,0
Il17a,ENSMUSG00000025929,0,0
Il17f,ENSMUSG00000041872,0,0
Mcm3,ENSMUSG00000041859,11,21
Gm20587,ENSMUSG00000099714,0,0
Gm28065,ENSMUSG00000102121,0,0
Gm24723,ENSMUSG00000088858,0,0
6720483E21Rik,ENSMUSG00000097934,0,0
Paqr8,ENSMUSG00000025931,947,1391
Gm24171,ENSMUSG00000077314,0,0
Gm28064,ENSMUSG00000100929,9,3
Efhc1,ENSMUSG00000041809,14,8
Tram2,ENSMUSG00000041779,1,11
Gm28287,ENSMUSG00000099971,0,0
Gm2693,ENSMUSG00000100819,0,8
Tmem14a,ENSMUSG00000025933,379,599
Gm38224,ENSMUSG00000102633,4,1
Gsta3,ENSMUSG00000025934,7,39
Gm28836,ENSMUSG00000099343,2,0
Gm7094,ENSMUSG00000096375,0,0
Gm4956,ENSMUSG00000025936,0,7
Gm21909,ENSMUSG00000093963,0,0
Khdc1a,ENSMUSG00000067750,0,0
Gm16329,ENSMUSG00000086194,0,0
Gm16327,ENSMUSG00000094436,0,0
Khdc1c,ENSMUSG00000041722,0,0
Gm2709,ENSMUSG00000085507,0,0
Gm16533,ENSMUSG00000094926,0,0
Khdc1b,ENSMUSG00000085079,0,0
Gm16328,ENSMUSG00000085679,0,0
Kcnq5,ENSMUSG00000028033,614,828
Gm36949,ENSMUSG00000104138,1,22
Gm7658,ENSMUSG00000082935,5,4
Gm38243,ENSMUSG00000103748,17,3
Gm5696,ENSMUSG00000099692,0,0
Gm28239,ENSMUSG00000100418,0,0
Rims1,ENSMUSG00000041670,3260,3986
Gm26866,ENSMUSG00000097642,0,0
Gm7761,ENSMUSG00000101468,0,0
Gm29506,ENSMUSG00000101227,0,0
Ppp1r14bl,ENSMUSG00000073730,0,0
Gm24176,ENSMUSG00000089553,0,0
Gm6420,ENSMUSG00000102766,0,0
Mir30a,ENSMUSG00000065405,0,0
Gm27028,ENSMUSG00000097970,0,0
Mir30c-2,ENSMUSG00000065567,0,0
Gm29107,ENSMUSG00000100775,11,14
Gm20954,ENSMUSG00000101226,0,0
Ogfrl1,ENSMUSG00000026158,2458,3267
Gm7784,ENSMUSG00000097920,2,3
Gm28822,ENSMUSG00000099503,0,1
B3gat2,ENSMUSG00000026156,175,354
Smap1,ENSMUSG00000026155,1519,1983
Sdhaf4,ENSMUSG00000026154,399,656
Gm26524,ENSMUSG00000102495,0,0
Fam135a,ENSMUSG00000026153,195,281
Gm37580,ENSMUSG00000102398,0,0
Gm26607,ENSMUSG00000097670,0,0
Col9a1,ENSMUSG00000026147,1,3
Col19a1,ENSMUSG00000026141,79,49
Gm26418,ENSMUSG00000077463,0,0
Tubb4b-ps2,ENSMUSG00000099997,0,2
Gm28439,ENSMUSG00000100131,0,1
Gm10222,ENSMUSG00000067736,0,0
Gm28438,ENSMUSG00000101939,0,0
Gm28437,ENSMUSG00000101111,1,0
Gm10925,ENSMUSG00000100862,1,1
Gm28661,ENSMUSG00000102070,2,2
Gm29216,ENSMUSG00000101249,2,3
Lmbrd1,ENSMUSG00000073725,1892,2515
Gm28594,ENSMUSG00000100808,0,0
Gm28237,ENSMUSG00000100483,0,0
Gm9443,ENSMUSG00000100450,0,0
Gm29414,ENSMUSG00000099392,0,0
Adgrb3,ENSMUSG00000033569,587,950
Gm15702,ENSMUSG00000080849,0,0
Gm20172,ENSMUSG00000104257,17,36
Gm37543,ENSMUSG00000102296,15,44
Gm37331,ENSMUSG00000103209,28,44
Gm37211,ENSMUSG00000104027,64,86
Gm37862,ENSMUSG00000102407,12,37
Gm38286,ENSMUSG00000103214,13,5
Gm37880,ENSMUSG00000104100,47,37
Gm25294,ENSMUSG00000084740,0,0
Gm37011,ENSMUSG00000103889,46,60
Gm29214,ENSMUSG00000101301,18,27
Gm37051,ENSMUSG00000104221,8,6
Gm38260,ENSMUSG00000102250,151,135
Gm37628,ENSMUSG00000102317,17,24
8030445P17Rik,ENSMUSG00000103563,70,79
Gm38198,ENSMUSG00000102465,3,2
Gm37077,ENSMUSG00000102659,47,43
Gm37895,ENSMUSG00000103924,43,48
Gm36952,ENSMUSG00000104132,46,57
Gm37602,ENSMUSG00000102747,23,64
2900022M07Rik,ENSMUSG00000102386,138,206
2900002M20Rik,ENSMUSG00000103004,34,28
Gm9884,ENSMUSG00000104516,3,9
Gm18443,ENSMUSG00000101618,0,0
Gm19123,ENSMUSG00000099458,0,0
Gm24064,ENSMUSG00000088111,0,0
4931408C20Rik,ENSMUSG00000073722,0,0
Gm19641,ENSMUSG00000100310,0,0
Gm5524,ENSMUSG00000101514,0,0
Gm18776,ENSMUSG00000101033,0,0
Gm19028,ENSMUSG00000101372,0,0
Gm38089,ENSMUSG00000103241,0,0
Gm7846,ENSMUSG00000086240,3,1
Gm597,ENSMUSG00000048411,0,0
Gm5697,ENSMUSG00000081557,2,1
Gm6462,ENSMUSG00000058590,0,0
Gm18033,ENSMUSG00000101235,0,0
Mir6342,ENSMUSG00000099257,0,0
Gm5525,ENSMUSG00000099492,0,0
Gm7858,ENSMUSG00000101726,0,0
Gm9898,ENSMUSG00000053185,0,0
Gm6473,ENSMUSG00000100261,0,0
Gm2914,ENSMUSG00000101180,0,0
Phf3,ENSMUSG00000048874,574,656
Gm37522,ENSMUSG00000103783,16,19
Gm37906,ENSMUSG00000104315,19,23
Ptp4a1,ENSMUSG00000026064,267,393
Gm9458,ENSMUSG00000086726,0,0
Gm28644,ENSMUSG00000100237,0,0
4931428L18Rik,ENSMUSG00000086727,0,0
Gm29128,ENSMUSG00000100910,0,0
Gm7893,ENSMUSG00000099796,0,0
Lgsn,ENSMUSG00000050217,0,0
Dnaaf6,ENSMUSG00000026063,3,0
Gm26145,ENSMUSG00000077664,0,0
Gm4850,ENSMUSG00000100205,0,0
Gm28645,ENSMUSG00000100592,0,0
Gm6489,ENSMUSG00000094215,0,0
Eef1a1-ps2,ENSMUSG00000101093,0,0
Gm19680,ENSMUSG00000070960,0,0
Gm23032,ENSMUSG00000088620,0,0
Gm7910,ENSMUSG00000082159,0,0
Khdrbs2,ENSMUSG00000026058,128,162
Gm25814,ENSMUSG00000064688,0,0
Gm37999,ENSMUSG00000103482,20,70
Gm37110,ENSMUSG00000104498,0,0
Gm37911,ENSMUSG00000104313,11,11
Gm9839,ENSMUSG00000102865,0,0
Gm37792,ENSMUSG00000102321,2,12
Semp2l1,ENSMUSG00000091318,0,0
Gm24732,ENSMUSG00000089489,0,0
Gm37426,ENSMUSG00000104433,0,0
Gm37151,ENSMUSG00000102926,0,0
Gm28624,ENSMUSG00000100497,0,0
Gm37724,ENSMUSG00000102917,0,0
Gm7114,ENSMUSG00000100481,0,0
Gm4785,ENSMUSG00000100590,0,0
Gm24901,ENSMUSG00000088750,0,0
Gm37591,ENSMUSG00000104230,2,0
Gm2987,ENSMUSG00000101754,0,0
Gm25792,ENSMUSG00000065223,0,0
Gm18799,ENSMUSG00000100318,0,0
Gm7933,ENSMUSG00000101612,0,0
Gm23453,ENSMUSG00000065260,0,0
Prim2,ENSMUSG00000026134,43,112
Gm29228,ENSMUSG00000101682,3,4
Gm37618,ENSMUSG00000102714,4,0
Gm17813,ENSMUSG00000102093,0,0
1700001G17Rik,ENSMUSG00000103746,0,0
Gm38173,ENSMUSG00000102198,0,0
Rab23,ENSMUSG00000004768,218,247
Bag2,ENSMUSG00000042215,115,210
Gm37905,ENSMUSG00000103072,0,0
Zfp451,ENSMUSG00000042197,787,1085
Gm15455,ENSMUSG00000081402,1,1
Bend6,ENSMUSG00000042182,975,1479
Gm37067,ENSMUSG00000104416,8,18
Dst,ENSMUSG00000026131,1652,2363
Gm37354,ENSMUSG00000103596,1,11
Gm28631,ENSMUSG00000099382,0,0
Gm23792,ENSMUSG00000084506,0,0
Gm38157,ENSMUSG00000103364,37,33
Gm26788,ENSMUSG00000096992,0,2
A930005N03Rik,ENSMUSG00000103001,0,0
Gm37958,ENSMUSG00000104397,0,0
Gm37385,ENSMUSG00000102839,0,0
Gm5266,ENSMUSG00000101206,0,0
Gm3052,ENSMUSG00000101462,43,31
Gm37233,ENSMUSG00000102336,35,30
Mir5103,ENSMUSG00000092852,0,0
Ccdc115,ENSMUSG00000042111,183,259
Gm28306,ENSMUSG00000101711,0,0
Imp4,ENSMUSG00000026127,259,389
Ptpn18,ENSMUSG00000026126,52,64
Gm28417,ENSMUSG00000100280,0,11
4930568A12Rik,ENSMUSG00000101223,0,0
Prss39,ENSMUSG00000026125,0,0
Gm28416,ENSMUSG00000101116,0,0
Cfc1,ENSMUSG00000026124,0,0
Gm28419,ENSMUSG00000101803,0,0
Prss40,ENSMUSG00000037529,0,0
1700101I19Rik,ENSMUSG00000045815,0,0
Amer3,ENSMUSG00000045174,204,256
Gm28418,ENSMUSG00000100524,0,0
Gm36984,ENSMUSG00000102499,0,0
Gm29730,ENSMUSG00000103521,0,0
AA619741,ENSMUSG00000104098,0,0
Arhgef4,ENSMUSG00000037509,1220,1696
Gm37224,ENSMUSG00000102537,0,0
Gm37845,ENSMUSG00000102612,0,0
Gm38336,ENSMUSG00000104002,2,0
Fam168b,ENSMUSG00000037503,1812,2320
Gm37127,ENSMUSG00000104358,0,0
Plekhb2,ENSMUSG00000026123,2117,2946
Gm19430,ENSMUSG00000103716,0,0
Gm37670,ENSMUSG00000103548,0,0
Gm8009,ENSMUSG00000103760,1,0
Gm38027,ENSMUSG00000103997,0,0
Gm25096,ENSMUSG00000077231,0,0
Gm37068,ENSMUSG00000104417,0,0
Gm25634,ENSMUSG00000064601,0,0
Gm28415,ENSMUSG00000101714,0,0
1110002O04Rik,ENSMUSG00000102531,10,7
Gm8022,ENSMUSG00000103096,0,0
Gm37146,ENSMUSG00000102279,0,0
Gm33222,ENSMUSG00000103708,0,0
4930535G08Rik,ENSMUSG00000104201,0,0
Gm38049,ENSMUSG00000102434,0,0
Hs6st1,ENSMUSG00000045216,425,560
Gm37335,ENSMUSG00000104523,0,0
Gm33280,ENSMUSG00000102202,0,0
Uggt1,ENSMUSG00000037470,405,565
Mir6897,ENSMUSG00000098752,0,0
Neurl3,ENSMUSG00000047180,11,4
Arid5a,ENSMUSG00000037447,65,105
4930403P22Rik,ENSMUSG00000102762,0,0
Kansl3,ENSMUSG00000010453,435,762
Mir6898,ENSMUSG00000098680,0,0
Fer1l5,ENSMUSG00000037432,0,0
Lman2l,ENSMUSG00000001143,256,369
Cnnm4,ENSMUSG00000037408,86,113
Gm37909,ENSMUSG00000104316,0,0
Cnnm3,ENSMUSG00000001138,184,250
Gm38033,ENSMUSG00000102845,0,0
Ankrd23,ENSMUSG00000067653,0,0
Ankrd39,ENSMUSG00000079610,97,62
Sema4c,ENSMUSG00000026121,60,100
D430040D24Rik,ENSMUSG00000087589,4,4
Fam178b,ENSMUSG00000046337,0,0
Gm6428,ENSMUSG00000089906,0,0
Cox5b,ENSMUSG00000061518,4525,5446
Actr1b,ENSMUSG00000037351,1884,2538
4933424G06Rik,ENSMUSG00000102416,0,0
Gm33533,ENSMUSG00000104237,3,0
Zap70,ENSMUSG00000026117,10,14
Gm18828,ENSMUSG00000097291,0,0
Tmem131,ENSMUSG00000026116,380,445
Gm37506,ENSMUSG00000103016,0,0
Gm38115,ENSMUSG00000102930,6,14
F830112A20Rik,ENSMUSG00000103159,0,0
Rpl12-ps1,ENSMUSG00000080054,0,0
Vwa3b,ENSMUSG00000050122,3,2
Gm37020,ENSMUSG00000103603,8,0
Cnga3,ENSMUSG00000026114,0,0
1700074A21Rik,ENSMUSG00000102231,0,0
Inpp4a,ENSMUSG00000026113,1326,1784
4930439A04Rik,ENSMUSG00000086064,0,0
Gm37135,ENSMUSG00000102879,0,0
Coa5,ENSMUSG00000026112,617,771
Unc50,ENSMUSG00000026111,519,656
Mgat4a,ENSMUSG00000026110,335,459
4930594C11Rik,ENSMUSG00000103948,0,1
Gm43213,ENSMUSG00000087233,0,0
Cracdl,ENSMUSG00000026090,2641,3447
4930556I23Rik,ENSMUSG00000089767,0,0
4930470B04Rik,ENSMUSG00000104365,0,0
Gm19863,ENSMUSG00000102650,0,0
Tsga10,ENSMUSG00000060771,202,196
Gm26805,ENSMUSG00000097268,25,41
Lipt1,ENSMUSG00000037216,53,77
Mitd1,ENSMUSG00000026088,86,143
Mrpl30,ENSMUSG00000026087,1014,1415
Lyg2,ENSMUSG00000061584,0,0
Gm15457,ENSMUSG00000087374,0,0
Lyg1,ENSMUSG00000026085,0,0
Txndc9,ENSMUSG00000058407,426,582
Eif5b,ENSMUSG00000026083,1653,2425
Rev1,ENSMUSG00000026082,240,296
Gm37062,ENSMUSG00000103804,0,0
Gm5099,ENSMUSG00000102716,0,0
Aff3,ENSMUSG00000037138,432,621
Gm16150,ENSMUSG00000085391,0,0
Gm16151,ENSMUSG00000085280,0,0
Gm16152,ENSMUSG00000087131,0,4
Gm34727,ENSMUSG00000102984,0,0
Gm38135,ENSMUSG00000102541,0,0
2610300A13Rik,ENSMUSG00000103531,0,0
Lonrf2,ENSMUSG00000048814,1244,1754
Chst10,ENSMUSG00000026080,512,674
Gm37707,ENSMUSG00000103647,0,0
Gm6621,ENSMUSG00000102447,0,0
Nms,ENSMUSG00000067604,0,2
Pdcl3,ENSMUSG00000026078,229,321
Gm37309,ENSMUSG00000103046,0,2
Gm37821,ENSMUSG00000104188,0,0
Gm37091,ENSMUSG00000103182,0,0
Mir6349,ENSMUSG00000098833,0,0
Npas2,ENSMUSG00000026077,173,286
Gm20428,ENSMUSG00000092553,0,0
Gm3617,ENSMUSG00000092563,9,29
Rpl31,ENSMUSG00000073702,3353,5296
Tbc1d8,ENSMUSG00000003134,114,107
Gm37265,ENSMUSG00000102607,0,0
Gm24826,ENSMUSG00000065629,0,0
Cnot11,ENSMUSG00000003135,98,219
Gm15832,ENSMUSG00000085894,16,28
Snord89,ENSMUSG00000077704,0,0
Rnf149,ENSMUSG00000048234,83,94
Gm23722,ENSMUSG00000064936,0,6
Gm5100,ENSMUSG00000102471,0,0
Creg2,ENSMUSG00000050967,366,525
D930019O06Rik,ENSMUSG00000097083,48,91
Rfx8,ENSMUSG00000057173,4,1
Gm3646,ENSMUSG00000091937,0,0
1700066B17Rik,ENSMUSG00000101634,0,0
Map4k4,ENSMUSG00000026074,903,1224
4930456G14Rik,ENSMUSG00000102985,13,12
Il1r2,ENSMUSG00000026073,1,4
Gm16894,ENSMUSG00000097899,50,68
Gm37347,ENSMUSG00000102975,0,0
Il1r1,ENSMUSG00000026072,30,14
Gm38070,ENSMUSG00000103560,0,4
Il1rl2,ENSMUSG00000070942,1,4
Gm17970,ENSMUSG00000103230,0,0
Il1rl1,ENSMUSG00000026069,0,0
Il18r1,ENSMUSG00000026070,0,0
Il18rap,ENSMUSG00000026068,5,0
Gm35801,ENSMUSG00000104441,0,0
Slc9a4,ENSMUSG00000026065,1,1
Gm37435,ENSMUSG00000102676,0,0
Slc9a2,ENSMUSG00000026062,26,34
Gm37623,ENSMUSG00000103679,0,0
Gm37915,ENSMUSG00000103270,0,0
Mfsd9,ENSMUSG00000041945,21,43
Tmem182,ENSMUSG00000079588,2,0
Gm5973,ENSMUSG00000094136,0,0
4930448I06Rik,ENSMUSG00000104072,0,0
Gm28634,ENSMUSG00000100185,0,0
Gm29260,ENSMUSG00000100832,0,1
Gm5267,ENSMUSG00000100178,0,0
Gm8176,ENSMUSG00000101877,0,0
Gm9915,ENSMUSG00000053640,0,1
Gm29664,ENSMUSG00000101919,0,0
Gm28175,ENSMUSG00000101299,0,0
Gm28140,ENSMUSG00000100180,0,0
Gm37047,ENSMUSG00000103106,0,0
Pantr1,ENSMUSG00000060424,701,1013
4930420N18Rik,ENSMUSG00000104199,0,0
Gm20646,ENSMUSG00000093436,24,34
Pou3f3,ENSMUSG00000045515,707,889
Pantr2,ENSMUSG00000097063,9,19
Dalir,ENSMUSG00000099784,11,24
Mrps9,ENSMUSG00000060679,374,575
Gm23126,ENSMUSG00000077448,0,0
Gpr45,ENSMUSG00000041907,157,253
Tgfbrap1,ENSMUSG00000070939,453,518
Gm28782,ENSMUSG00000100269,2,0
8430432A02Rik,ENSMUSG00000041878,0,3
AI597479,ENSMUSG00000010290,224,269
Fhl2,ENSMUSG00000008136,572,703
Gm8210,ENSMUSG00000094497,0,0
Gm29040,ENSMUSG00000099576,0,0
Gm29610,ENSMUSG00000099694,1,0
Gm29041,ENSMUSG00000101923,0,0
Nck2,ENSMUSG00000066877,222,231
Gm37536,ENSMUSG00000103422,0,0
Gm38228,ENSMUSG00000103945,5,6
Ecrg4,ENSMUSG00000026051,10,4
Gm29155,ENSMUSG00000100764,2,11
Gm29157,ENSMUSG00000100635,0,0
Gm29156,ENSMUSG00000100480,3,7
Uxs1,ENSMUSG00000057363,307,525
